Rank	Port	Volume 2015	Volume 2014	Volume 2013	Volume 2012	Volume 2011
161879	city_name_149470, country_name_13840	22.03	11.08	15.0	17.44	22.06
240756	city_name_150470, country_name_16272	2.91	28.57	13.85	6.47	10.2
83537	city_name_193958, country_name_12644	34.25	2.97	2.67	12.98	10.99
295229	city_name_118772, country_name_14889	4.53	7.71	24.04	35.13	35.89
48020	city_name_101302, country_name_11734	21.34	9.96	3.76	21.0	29.37
74024	city_name_190174, country_name_13999	5.85	2.76	25.12	6.98	14.59
194022	city_name_190778, country_name_14912	3.09	23.61	1.19	31.48	4.16
56688	city_name_145916, country_name_15731	12.36	11.91	4.64	28.27	11.62
321783	city_name_128326, country_name_15612	29.15	34.1	14.57	23.15	20.53
64557	city_name_188957, country_name_15932	6.7	30.3	35.05	20.71	8.09
31282	city_name_110859, country_name_11505	13.68	30.87	9.24	24.11	22.51
461228	city_name_197776, country_name_17750	15.98	31.58	17.75	3.67	12.38
187768	city_name_112135, country_name_19394	6.8	35.41	18.23	25.27	29.91
388596	city_name_103670, country_name_18968	13.97	5.16	1.76	9.07	7.83
143198	city_name_114231, country_name_12791	26.93	3.63	6.77	2.0	24.42
22504	city_name_183889, country_name_10839	29.16	4.02	25.63	16.85	28.21
44756	city_name_163357, country_name_11651	1.82	18.87	8.38	32.96	14.52
432386	city_name_115210, country_name_13168	27.18	32.15	25.83	1.01	15.98
274221	city_name_188533, country_name_18435	1.12	9.02	13.84	23.34	27.66
252579	city_name_189864, country_name_12048	12.59	21.33	21.94	33.32	6.44
313847	city_name_172574, country_name_13752	10.44	14.53	11.89	33.9	33.98
493432	city_name_129943, country_name_15437	16.12	32.72	23.25	22.0	12.37
237960	city_name_173847, country_name_13549	34.17	9.55	15.93	28.02	6.27
180696	city_name_156702, country_name_18337	28.41	24.69	10.96	7.47	2.76
171036	city_name_135355, country_name_11840	9.72	11.26	26.02	18.22	14.58
153014	city_name_194373, country_name_13099	30.33	23.38	35.63	4.81	10.35
112213	city_name_165276, country_name_11400	35.97	16.4	10.2	20.33	19.14
370839	city_name_179293, country_name_17576	8.88	33.97	25.11	13.66	15.74
172907	city_name_190325, country_name_12138	25.16	17.07	24.7	27.78	30.77
119031	city_name_163290, country_name_19824	1.44	22.01	32.95	4.74	31.63
203954	city_name_188718, country_name_14337	12.82	22.26	30.23	5.42	34.97
306917	city_name_179789, country_name_18591	19.3	14.11	19.38	34.73	22.87
6756	city_name_167851, country_name_15284	19.56	34.86	28.52	8.18	5.91
332246	city_name_139600, country_name_14103	13.05	35.44	12.85	10.89	27.6
279461	city_name_143520, country_name_19367	8.4	5.72	9.76	15.77	13.28
229703	city_name_152557, country_name_11828	7.49	34.21	9.46	18.32	17.82
364039	city_name_172843, country_name_11794	16.62	24.53	8.27	4.59	19.06
211897	city_name_167325, country_name_14585	33.92	29.7	20.35	12.01	25.08
373650	city_name_134867, country_name_10122	5.24	1.95	22.74	2.19	32.07
55246	city_name_120293, country_name_19563	27.66	10.44	8.05	9.75	14.57
102415	city_name_198851, country_name_10606	9.92	4.17	20.42	23.94	7.09
10625	city_name_155359, country_name_13799	26.07	12.32	2.84	33.84	10.52
119637	city_name_124591, country_name_19579	11.97	9.56	26.64	27.36	9.93
89662	city_name_175002, country_name_16667	2.62	10.94	33.69	3.48	33.69
2375	city_name_125166, country_name_15645	16.04	35.77	28.56	2.86	12.67
142986	city_name_183125, country_name_15299	14.7	12.59	13.11	14.76	18.16
3395	city_name_127364, country_name_19811	30.63	5.58	5.97	6.65	13.38
298142	city_name_148903, country_name_10122	29.62	26.35	19.8	7.13	1.8
310978	city_name_186972, country_name_16958	10.95	2.23	15.58	21.73	31.29
370468	city_name_183570, country_name_17403	9.19	5.46	10.24	2.02	21.53
490787	city_name_145916, country_name_10034	19.5	12.55	26.87	28.11	31.74
140947	city_name_155120, country_name_16375	28.22	25.87	33.53	15.31	30.86
388550	city_name_140201, country_name_19252	29.99	22.77	3.59	11.72	1.25
393889	city_name_188870, country_name_10679	20.18	3.69	24.59	14.67	15.79
102873	city_name_168879, country_name_14971	23.15	16.91	30.96	27.83	20.38
337663	city_name_110366, country_name_19386	13.8	29.86	13.88	10.91	21.19
277228	city_name_186864, country_name_16551	33.99	17.47	6.39	5.42	1.13
252299	city_name_195464, country_name_17444	8.02	26.71	33.37	23.96	19.69
374202	city_name_148594, country_name_11637	23.03	13.94	6.45	25.99	19.11
403763	city_name_148586, country_name_12631	10.89	8.11	14.03	30.69	28.21
358933	city_name_142220, country_name_13608	14.63	31.65	11.0	10.69	27.42
444369	city_name_132812, country_name_18023	16.93	31.39	12.0	28.68	12.63
408489	city_name_105351, country_name_18388	2.83	6.54	34.36	29.27	14.11
274017	city_name_183770, country_name_17931	3.08	5.09	3.55	14.88	15.16
134577	city_name_151094, country_name_18822	31.54	27.76	33.48	17.84	16.21
133638	city_name_130561, country_name_15267	9.18	13.61	15.19	2.42	24.14
2136	city_name_187684, country_name_15862	31.42	17.1	19.96	10.6	12.58
492948	city_name_110575, country_name_11836	34.48	9.91	26.35	17.29	15.48
294298	city_name_145389, country_name_12186	30.03	19.3	21.28	15.98	4.65
380317	city_name_115696, country_name_19347	11.65	22.58	24.9	34.85	8.66
389727	city_name_139811, country_name_19509	25.18	32.25	34.48	26.14	29.36
67449	city_name_115595, country_name_12722	34.17	8.22	3.78	1.32	25.77
324330	city_name_108055, country_name_10098	30.46	29.68	13.47	22.85	34.76
170512	city_name_102812, country_name_13093	31.38	26.93	32.23	2.25	16.24
192989	city_name_180318, country_name_10755	29.83	21.47	14.6	25.63	14.3
125154	city_name_183375, country_name_18335	24.93	30.34	18.9	14.08	6.93
323211	city_name_178637, country_name_10881	27.82	11.46	26.38	34.47	31.34
24560	city_name_173307, country_name_13531	21.84	33.49	16.24	12.22	7.89
431404	city_name_140373, country_name_17892	6.12	26.45	2.08	16.8	3.74
234792	city_name_170827, country_name_10147	17.73	12.4	31.7	35.07	32.74
78805	city_name_170001, country_name_19640	34.04	30.18	1.22	34.35	25.05
212313	city_name_109402, country_name_18840	21.05	16.98	10.65	13.13	25.67
299131	city_name_135444, country_name_15982	27.6	9.95	8.76	21.97	15.39
177760	city_name_109940, country_name_19687	10.7	32.69	9.26	12.82	19.58
252642	city_name_136320, country_name_15551	13.38	6.33	35.96	8.82	19.0
165272	city_name_191732, country_name_11453	29.45	10.89	1.25	15.43	4.58
96512	city_name_154532, country_name_16399	3.85	3.53	13.2	14.46	15.1
343021	city_name_191114, country_name_13549	5.65	21.7	19.67	5.47	28.46
325252	city_name_123082, country_name_16491	24.58	6.35	2.32	3.98	5.34
432734	city_name_123162, country_name_18366	33.49	21.16	4.37	22.24	31.38
380102	city_name_173741, country_name_10298	3.85	33.19	20.69	11.81	12.9
254355	city_name_199592, country_name_12574	9.22	3.97	1.34	29.7	14.57
335016	city_name_145037, country_name_18433	15.95	4.1	18.29	9.53	25.39
282633	city_name_174528, country_name_13193	11.28	33.74	35.59	13.35	14.21
64441	city_name_196905, country_name_13729	9.63	27.55	22.31	25.73	14.6
265426	city_name_136140, country_name_17166	7.58	29.59	18.88	15.57	8.41
172790	city_name_196183, country_name_12011	17.48	21.03	7.99	33.6	13.6
231030	city_name_118562, country_name_17568	13.38	21.26	14.78	28.35	33.6
340169	city_name_121634, country_name_14722	4.11	16.25	30.32	22.53	18.04
116565	city_name_175439, country_name_14768	21.94	17.11	8.64	15.82	31.2
466249	city_name_105906, country_name_10677	35.99	22.88	7.29	27.14	9.99
93436	city_name_149829, country_name_12769	12.61	31.71	21.15	14.69	18.01
216238	city_name_195036, country_name_11399	18.85	2.47	18.29	15.23	9.34
256299	city_name_180059, country_name_10345	20.93	23.79	32.67	21.18	9.18
398930	city_name_160149, country_name_11933	8.9	26.76	25.37	19.09	6.06
175232	city_name_116088, country_name_13229	5.31	4.82	29.97	35.37	27.93
22052	city_name_106903, country_name_17060	14.68	24.98	22.57	34.29	22.38
275547	city_name_178525, country_name_18731	22.41	30.0	34.1	21.12	19.03
280602	city_name_161020, country_name_13910	4.97	11.6	8.72	9.04	33.98
290346	city_name_188927, country_name_10604	31.33	24.1	33.48	3.06	10.72
326524	city_name_126276, country_name_14238	4.34	31.06	34.72	1.85	3.04
65208	city_name_131804, country_name_11288	6.28	14.85	17.87	10.05	22.92
94838	city_name_129219, country_name_11617	17.34	31.16	21.11	13.85	27.37
469132	city_name_103722, country_name_17035	25.04	1.76	31.35	14.65	17.08
358921	city_name_144506, country_name_11153	23.08	9.67	28.3	5.55	33.88
353980	city_name_131257, country_name_17961	18.82	26.49	22.7	6.15	6.02
96133	city_name_151346, country_name_11968	26.36	27.21	23.36	30.95	10.82
480204	city_name_179337, country_name_14884	8.27	18.55	14.67	33.67	12.26
171856	city_name_103026, country_name_18287	7.92	31.76	6.7	26.89	16.36
260058	city_name_197228, country_name_15881	6.98	7.72	6.52	32.95	9.02
166645	city_name_173855, country_name_17079	17.74	12.58	32.64	15.09	17.23
470618	city_name_157880, country_name_14896	3.97	1.15	27.08	16.11	3.36
17744	city_name_179358, country_name_11212	6.89	6.62	21.6	15.1	24.96
88750	city_name_171122, country_name_13261	22.48	5.88	32.84	12.36	31.74
132254	city_name_153908, country_name_12906	5.27	34.68	20.97	3.81	25.54
217885	city_name_153322, country_name_13767	32.07	18.8	17.1	14.06	1.3
47094	city_name_146306, country_name_16641	17.58	24.6	1.06	6.98	4.31
276647	city_name_107013, country_name_17278	33.86	27.71	21.2	6.76	5.25
65132	city_name_187526, country_name_17933	25.07	34.53	7.53	12.18	34.19
103800	city_name_123203, country_name_19377	16.72	24.28	19.25	7.34	2.5
239379	city_name_181574, country_name_19249	1.05	1.85	8.34	7.77	22.94
423146	city_name_184717, country_name_12704	16.9	1.44	26.85	4.42	13.66
174513	city_name_137505, country_name_18809	20.56	20.49	25.92	19.75	11.2
320282	city_name_101971, country_name_15399	33.91	8.66	31.8	11.49	30.68
173440	city_name_159395, country_name_12335	13.13	6.49	31.52	18.87	17.22
62604	city_name_147300, country_name_19152	17.72	8.3	34.84	24.45	33.12
275732	city_name_107822, country_name_16456	23.42	33.65	29.79	27.39	20.56
130465	city_name_107591, country_name_12765	16.53	5.6	6.78	2.43	15.55
39855	city_name_105162, country_name_18951	11.53	27.04	7.53	1.38	2.68
495517	city_name_102759, country_name_17912	15.32	33.06	33.43	12.12	16.33
247085	city_name_189435, country_name_16462	15.65	13.86	13.46	20.63	34.5
98383	city_name_111383, country_name_11832	29.23	21.93	33.86	16.18	33.38
198560	city_name_153080, country_name_16208	29.08	19.18	28.63	16.7	15.02
123738	city_name_186768, country_name_17707	27.95	29.78	31.93	2.6	22.23
351985	city_name_187016, country_name_12158	3.55	4.2	10.57	24.36	6.34
54926	city_name_133611, country_name_19760	22.51	5.27	7.86	32.97	6.17
249213	city_name_131608, country_name_18378	22.63	4.71	5.24	28.85	31.58
192139	city_name_179301, country_name_12537	9.74	21.05	12.44	28.89	4.36
334153	city_name_184504, country_name_19047	13.11	13.26	19.26	20.25	27.91
375943	city_name_151427, country_name_19419	32.69	30.21	24.69	27.8	15.13
106870	city_name_182164, country_name_10484	3.58	31.46	27.24	19.33	29.54
432988	city_name_162378, country_name_19449	5.15	26.7	35.64	11.34	12.5
254040	city_name_178053, country_name_16508	23.53	16.62	23.55	25.91	19.14
4934	city_name_101347, country_name_15232	24.95	14.36	4.26	11.71	12.28
123492	city_name_193929, country_name_14967	1.5	33.92	4.62	3.25	23.54
494305	city_name_110369, country_name_14278	3.19	33.79	32.31	26.23	26.42
111503	city_name_116999, country_name_10572	9.82	28.08	20.38	14.16	3.66
285446	city_name_126628, country_name_15098	15.17	11.35	4.05	1.92	17.43
146890	city_name_144782, country_name_11916	31.78	2.23	31.72	14.74	3.69
243676	city_name_106077, country_name_19093	35.98	25.34	10.28	12.68	13.85
7021	city_name_192583, country_name_14976	13.5	15.41	32.91	6.31	33.22
236214	city_name_169135, country_name_10966	13.45	7.84	13.92	24.1	29.62
190249	city_name_193992, country_name_14300	18.39	19.85	33.91	35.59	21.84
149520	city_name_119127, country_name_19552	8.96	17.52	35.78	3.35	13.48
273757	city_name_140033, country_name_18257	17.13	23.08	15.18	1.65	6.55
103425	city_name_115810, country_name_12831	15.06	35.8	16.58	35.68	10.58
147007	city_name_152477, country_name_13869	11.27	34.96	22.7	18.61	21.88
380561	city_name_185009, country_name_18593	7.68	35.32	18.77	17.55	11.04
145244	city_name_129624, country_name_18618	6.08	20.27	10.87	7.94	29.46
483432	city_name_196362, country_name_14214	35.29	33.29	12.49	14.43	24.22
42382	city_name_181674, country_name_11146	21.65	27.6	8.75	21.46	7.13
22332	city_name_100987, country_name_18684	13.92	27.63	33.43	35.43	24.29
99160	city_name_146192, country_name_19122	14.96	11.02	31.28	3.84	29.69
87394	city_name_190276, country_name_11112	4.72	2.37	3.57	12.69	5.28
46140	city_name_135696, country_name_18404	19.86	24.01	8.14	4.98	21.09
172546	city_name_146945, country_name_17514	16.21	30.06	1.74	18.16	29.88
19492	city_name_182308, country_name_10260	26.56	13.98	33.6	12.72	2.0
397697	city_name_128272, country_name_15636	20.0	35.33	32.89	4.0	1.57
462154	city_name_160377, country_name_16467	24.89	23.68	5.51	29.22	16.35
427457	city_name_174436, country_name_17249	7.74	13.61	30.32	12.1	7.29
124214	city_name_154535, country_name_11863	25.12	21.88	6.99	24.46	25.16
109004	city_name_196050, country_name_18706	27.83	18.05	7.01	24.56	5.38
418601	city_name_112033, country_name_15465	19.94	10.48	19.52	35.04	21.26
163454	city_name_197772, country_name_15043	10.43	18.13	1.24	9.34	34.74
289845	city_name_147839, country_name_13799	35.65	3.3	27.51	14.81	2.1
422450	city_name_178088, country_name_10722	32.03	17.09	24.82	20.73	17.9
60896	city_name_107365, country_name_18049	1.75	18.82	21.82	34.47	33.14
50884	city_name_112820, country_name_18467	33.03	18.17	14.38	6.82	24.41
70957	city_name_180093, country_name_18129	29.22	24.79	2.36	35.13	11.66
354458	city_name_129197, country_name_18673	12.17	12.83	11.27	4.79	36.0
247927	city_name_199194, country_name_14857	9.59	34.77	9.3	32.07	19.61
409503	city_name_174466, country_name_15876	25.57	12.31	4.35	7.13	9.31
190883	city_name_159359, country_name_11460	6.53	27.45	24.58	2.37	34.53
474541	city_name_111763, country_name_12560	15.52	13.04	1.13	11.82	6.95
31714	city_name_132625, country_name_13156	33.47	34.38	26.69	16.72	7.53
232971	city_name_182570, country_name_15823	26.1	12.39	26.73	23.36	7.67
499561	city_name_147359, country_name_10139	30.94	19.89	34.39	32.29	21.55
457392	city_name_154856, country_name_14022	35.27	5.03	8.42	20.92	23.43
249979	city_name_157892, country_name_16963	24.34	1.07	22.42	21.64	8.37
37854	city_name_116587, country_name_15593	15.27	15.09	16.9	19.33	11.01
99710	city_name_183855, country_name_18108	31.75	23.27	11.79	28.08	21.39
398068	city_name_118980, country_name_15378	32.9	1.7	15.28	16.29	1.05
470847	city_name_104717, country_name_15523	35.23	8.64	15.86	4.11	34.1
366874	city_name_190803, country_name_16312	19.05	1.65	32.25	1.49	19.07
58747	city_name_130933, country_name_18399	5.76	10.82	35.24	27.78	23.54
183415	city_name_134185, country_name_19027	30.18	6.78	25.5	31.3	18.78
498575	city_name_140352, country_name_14483	2.56	5.31	16.29	29.96	33.12
345370	city_name_143610, country_name_10310	34.67	14.26	16.89	2.34	18.17
81076	city_name_115075, country_name_14917	29.3	6.14	27.58	27.91	5.39
298036	city_name_160107, country_name_10033	24.12	1.01	33.33	6.74	8.45
326797	city_name_166133, country_name_12553	19.28	27.56	12.58	1.14	26.14
414451	city_name_179269, country_name_12731	16.57	15.28	11.53	14.55	12.31
242563	city_name_138751, country_name_14808	35.31	10.88	8.23	10.15	12.83
326790	city_name_146381, country_name_15564	14.19	4.35	21.72	9.48	14.96
219639	city_name_172822, country_name_10712	23.53	11.81	24.78	32.64	17.4
329894	city_name_195670, country_name_16921	19.76	32.79	5.79	27.93	12.31
344175	city_name_151149, country_name_11862	26.49	1.25	20.26	30.49	16.13
35067	city_name_110242, country_name_13701	12.99	18.17	9.08	17.54	12.7
267369	city_name_108205, country_name_19368	20.76	27.8	28.52	10.14	13.74
385085	city_name_169804, country_name_15549	15.8	30.61	16.95	27.34	16.1
499783	city_name_134220, country_name_11927	1.26	27.32	30.59	29.66	22.67
182275	city_name_158065, country_name_13944	24.12	15.79	17.36	13.13	5.05
418628	city_name_134606, country_name_13379	15.53	20.04	17.35	11.35	21.09
285408	city_name_160533, country_name_10707	25.82	8.78	15.42	29.59	27.65
13156	city_name_134702, country_name_15769	21.85	28.6	14.99	25.18	33.06
406658	city_name_136726, country_name_16470	26.54	15.94	6.81	30.03	18.81
250058	city_name_181324, country_name_12504	24.94	35.42	6.34	2.62	8.4
385445	city_name_190537, country_name_15711	33.68	22.35	10.45	15.76	4.11
460691	city_name_189197, country_name_15981	3.01	9.2	1.07	13.1	34.07
281164	city_name_199763, country_name_15841	31.23	14.35	34.32	35.82	22.45
121051	city_name_141091, country_name_14944	3.65	16.38	30.23	21.36	13.73
298601	city_name_119711, country_name_14623	6.27	22.7	14.03	31.5	25.74
343162	city_name_154645, country_name_12234	3.04	11.13	35.9	31.79	34.67
483333	city_name_187289, country_name_13735	28.23	11.22	26.31	13.96	7.53
150087	city_name_154674, country_name_17991	19.32	22.84	8.66	15.72	28.34
97452	city_name_151891, country_name_18056	14.06	18.82	19.3	10.67	18.8
87360	city_name_193450, country_name_12329	1.09	32.11	23.2	5.26	8.87
11431	city_name_198346, country_name_18377	7.25	14.47	14.32	32.57	1.62
381835	city_name_170332, country_name_10631	30.18	31.23	26.17	25.36	32.74
292825	city_name_120798, country_name_16528	2.46	9.32	14.97	26.67	5.62
334443	city_name_168943, country_name_18047	25.96	34.61	30.74	31.0	12.9
390312	city_name_164843, country_name_10587	28.98	26.72	25.87	30.06	15.41
48748	city_name_198943, country_name_12973	2.83	21.86	7.46	15.8	19.15
49027	city_name_160433, country_name_13728	7.55	12.87	21.82	9.64	11.01
224976	city_name_188592, country_name_19716	35.92	33.29	15.3	34.45	20.04
96860	city_name_183629, country_name_15468	22.95	25.19	20.33	27.71	31.6
39460	city_name_173467, country_name_18752	20.84	15.55	9.01	15.68	25.31
30839	city_name_115354, country_name_14810	33.32	15.29	5.96	25.1	10.89
311347	city_name_194399, country_name_14654	15.65	16.24	24.47	12.03	9.37
233305	city_name_164892, country_name_14585	2.78	12.29	14.47	19.34	33.62
440323	city_name_114841, country_name_11644	27.76	4.39	30.32	12.3	29.75
396402	city_name_176311, country_name_15647	9.84	24.03	30.8	30.48	13.1
385090	city_name_190050, country_name_14275	7.4	16.33	13.82	31.02	1.2
239627	city_name_182561, country_name_16583	29.41	15.57	16.06	1.96	29.61
178094	city_name_165033, country_name_13464	6.33	1.95	28.07	11.16	20.63
89132	city_name_193091, country_name_18691	4.87	2.8	34.81	16.91	19.42
386882	city_name_190696, country_name_19781	14.87	10.43	33.23	33.07	5.34
495074	city_name_169744, country_name_18876	19.58	33.73	21.43	23.57	2.97
293899	city_name_199052, country_name_17385	27.11	23.27	7.02	4.57	13.18
7706	city_name_127007, country_name_19231	33.94	17.29	11.11	20.0	31.7
357161	city_name_162524, country_name_12320	22.68	12.08	7.64	32.81	30.3
393857	city_name_170122, country_name_14444	6.97	4.34	27.35	23.01	28.38
354885	city_name_142468, country_name_14763	26.53	19.85	24.42	30.2	26.34
121903	city_name_126403, country_name_15830	11.29	33.76	20.46	10.79	27.54
316049	city_name_158612, country_name_17315	25.04	4.36	9.16	22.58	10.56
177795	city_name_192622, country_name_16104	5.63	12.57	23.94	23.47	34.09
55911	city_name_139960, country_name_13575	34.71	10.08	5.02	11.62	23.96
379408	city_name_119784, country_name_11546	1.89	29.37	7.03	12.97	26.31
310545	city_name_154076, country_name_13183	14.17	33.24	30.88	29.06	10.8
66977	city_name_132008, country_name_13503	16.84	24.74	23.67	33.43	16.59
37601	city_name_110553, country_name_11251	23.31	32.84	13.54	35.08	27.07
282652	city_name_101347, country_name_13137	33.97	34.1	4.36	20.37	13.7
257785	city_name_108948, country_name_16262	1.05	12.99	8.55	33.41	28.81
96155	city_name_150495, country_name_13779	21.02	5.43	21.05	24.67	20.22
53824	city_name_158792, country_name_13122	7.93	12.07	22.42	35.1	21.78
198527	city_name_165822, country_name_10479	25.71	5.59	33.5	10.45	33.87
260322	city_name_144827, country_name_17694	24.28	5.94	14.3	30.86	22.92
88047	city_name_196549, country_name_19543	23.8	24.6	26.26	35.5	32.86
302881	city_name_151140, country_name_10295	11.77	9.12	13.73	22.1	15.47
185724	city_name_117537, country_name_14340	9.08	2.79	17.92	22.84	18.78
210994	city_name_181226, country_name_10403	22.33	33.2	13.06	9.21	15.83
344507	city_name_110192, country_name_13550	12.19	28.8	18.98	15.49	16.63
386364	city_name_137312, country_name_17583	19.42	35.27	9.12	30.27	5.25
16476	city_name_139831, country_name_11957	35.93	2.37	16.69	18.49	28.64
446064	city_name_109622, country_name_14932	31.37	17.47	33.71	17.26	34.71
407457	city_name_163279, country_name_19839	30.62	32.88	23.21	3.86	25.85
198208	city_name_117381, country_name_18382	27.38	11.08	10.19	34.16	35.23
171439	city_name_191898, country_name_19850	34.67	25.14	21.19	12.28	34.48
267396	city_name_113973, country_name_11457	13.58	18.22	29.29	14.62	34.65
272998	city_name_151255, country_name_13149	2.22	31.18	17.51	4.06	11.82
7434	city_name_151770, country_name_11300	7.37	20.63	29.43	1.0	11.98
360058	city_name_111636, country_name_15184	9.0	18.06	24.28	18.05	1.08
40481	city_name_169058, country_name_18799	3.37	22.83	7.54	9.41	10.82
440344	city_name_128340, country_name_17851	31.65	1.62	26.81	26.77	20.72
80294	city_name_104706, country_name_15477	33.2	1.13	23.5	28.51	13.29
265972	city_name_161017, country_name_14796	23.14	18.11	16.64	4.04	13.26
16392	city_name_149840, country_name_14369	15.3	14.41	19.42	14.43	17.16
148896	city_name_179919, country_name_14544	1.03	9.21	23.08	6.8	10.72
454572	city_name_102167, country_name_19869	11.88	33.9	31.05	5.46	30.17
445596	city_name_164018, country_name_16054	21.56	17.6	34.91	28.83	32.97
118840	city_name_125719, country_name_14670	22.11	28.56	23.06	11.8	28.56
377886	city_name_110862, country_name_14589	23.38	24.42	1.95	20.06	22.53
438387	city_name_178371, country_name_15130	3.98	13.68	1.58	6.53	2.65
162254	city_name_183356, country_name_15542	18.97	11.74	13.01	32.6	16.16
359271	city_name_137648, country_name_14239	17.55	28.96	11.8	26.39	7.94
184681	city_name_145176, country_name_19176	10.15	22.51	30.19	23.82	28.9
224348	city_name_167896, country_name_12022	13.48	6.7	4.67	20.95	25.55
120474	city_name_100955, country_name_15845	15.8	28.25	17.63	27.75	19.27
133610	city_name_179171, country_name_17748	9.81	14.69	15.58	20.49	20.13
198904	city_name_143390, country_name_12896	26.37	9.62	32.69	28.97	19.55
53789	city_name_198238, country_name_15688	4.93	6.38	9.71	16.54	6.62
395370	city_name_148551, country_name_11477	2.74	14.31	17.63	18.9	12.69
13917	city_name_151375, country_name_15289	14.86	7.97	22.31	26.56	17.96
65182	city_name_130795, country_name_18460	3.77	3.1	23.19	33.9	16.29
382402	city_name_143953, country_name_15950	27.47	30.64	16.84	29.29	17.0
216679	city_name_104694, country_name_12765	1.32	10.94	11.52	25.9	24.27
220376	city_name_145346, country_name_12025	6.19	10.91	10.6	30.27	19.64
319374	city_name_187752, country_name_14830	23.96	32.2	29.56	4.28	20.68
250562	city_name_166189, country_name_15370	22.45	17.42	1.27	16.04	17.14
234779	city_name_158566, country_name_14637	13.43	26.91	23.91	23.58	35.09
73495	city_name_155455, country_name_10628	9.8	32.26	14.65	22.01	10.38
345466	city_name_168165, country_name_19844	3.79	13.03	8.88	10.94	2.2
466691	city_name_173114, country_name_16761	5.52	10.54	25.89	18.36	17.55
359272	city_name_155281, country_name_16115	25.39	25.55	10.62	26.16	19.73
87516	city_name_154062, country_name_14057	5.89	35.1	6.27	25.46	6.27
13806	city_name_121047, country_name_12378	5.5	23.52	30.15	26.33	32.25
382198	city_name_171772, country_name_17462	17.16	34.21	30.24	30.45	32.42
110222	city_name_149134, country_name_15875	9.87	30.7	22.39	28.59	21.11
346553	city_name_147170, country_name_12779	21.41	33.88	25.43	6.94	13.46
425873	city_name_108941, country_name_19949	8.06	2.13	35.07	1.19	33.64
245240	city_name_125120, country_name_11763	17.76	2.86	25.66	24.3	17.78
218202	city_name_141713, country_name_11328	7.79	7.03	14.59	29.37	20.71
275785	city_name_182846, country_name_12155	19.01	14.1	5.32	33.48	6.94
285670	city_name_186899, country_name_19843	26.71	12.89	29.58	13.09	35.01
147353	city_name_161205, country_name_14295	3.42	22.3	30.93	6.76	26.22
146870	city_name_159048, country_name_14436	32.56	7.21	6.86	10.02	14.37
170224	city_name_197327, country_name_17507	29.29	19.34	32.56	24.37	1.38
458871	city_name_137915, country_name_10516	5.63	28.74	14.44	3.89	24.08
317093	city_name_138001, country_name_15224	27.57	21.06	18.14	11.36	31.91
381225	city_name_166944, country_name_10699	25.72	6.99	4.88	20.4	6.65
329498	city_name_127446, country_name_13218	6.87	6.17	28.67	17.25	24.21
478184	city_name_105003, country_name_10741	5.18	29.08	15.56	20.61	15.89
364915	city_name_195314, country_name_13241	29.65	25.4	27.23	5.63	13.21
179825	city_name_108250, country_name_16308	10.83	31.34	1.37	13.13	18.34
131559	city_name_136924, country_name_17948	23.14	12.24	23.08	17.88	27.22
74529	city_name_116122, country_name_19660	2.44	27.88	13.67	1.42	29.03
270388	city_name_144175, country_name_13435	6.14	19.46	15.93	35.89	2.97
347763	city_name_177517, country_name_12426	10.49	16.38	32.77	20.23	34.45
161762	city_name_108052, country_name_12169	17.3	7.01	27.07	33.94	14.34
108591	city_name_195402, country_name_12013	31.0	28.19	31.98	19.47	13.15
9506	city_name_168559, country_name_15336	26.08	3.7	20.67	21.31	6.37
93529	city_name_118534, country_name_11671	31.42	5.01	18.31	20.81	17.29
70680	city_name_102820, country_name_18623	22.89	33.39	2.19	12.93	8.79
123256	city_name_133045, country_name_17688	24.36	9.39	33.05	8.77	28.66
467054	city_name_125797, country_name_10302	22.81	14.65	32.2	10.24	27.75
21389	city_name_130608, country_name_10962	17.75	17.19	13.26	33.21	1.84
277795	city_name_109876, country_name_15446	25.76	22.11	14.2	19.37	33.66
417723	city_name_134806, country_name_10762	6.84	3.9	33.1	4.92	13.21
360716	city_name_117223, country_name_16357	21.18	16.29	28.96	23.63	28.81
76090	city_name_125484, country_name_13789	7.77	1.91	13.39	20.7	5.68
348449	city_name_155183, country_name_16650	6.01	11.23	5.16	6.95	22.53
206958	city_name_111118, country_name_10921	34.44	10.05	21.52	35.05	12.15
478048	city_name_178112, country_name_13247	13.83	31.12	19.95	15.01	15.39
417332	city_name_105455, country_name_18704	16.94	34.31	27.59	29.34	30.84
80270	city_name_163896, country_name_12066	17.83	2.55	9.18	23.74	17.87
124165	city_name_107404, country_name_19949	13.61	28.34	1.95	9.43	13.42
26498	city_name_134950, country_name_13430	5.31	33.49	14.8	9.75	12.8
426208	city_name_199909, country_name_14315	18.68	4.39	32.07	6.47	1.55
215689	city_name_126814, country_name_12411	31.47	24.58	26.38	29.25	27.29
101353	city_name_185417, country_name_16338	9.23	30.58	18.0	3.11	21.95
396869	city_name_111425, country_name_14359	35.64	17.06	9.74	22.62	13.64
491107	city_name_111649, country_name_17195	2.3	2.11	5.53	32.61	34.72
331386	city_name_124409, country_name_15938	2.91	18.97	14.93	33.43	8.15
125393	city_name_167485, country_name_17343	5.55	32.21	1.93	16.26	1.22
131170	city_name_176034, country_name_11390	14.39	6.68	15.87	5.39	5.48
252289	city_name_118113, country_name_13669	7.41	22.1	35.65	22.06	14.69
454724	city_name_106291, country_name_12229	1.94	10.05	9.36	9.05	21.96
